;UUID;Title Geocat;All Keywords Geocat;Keyword BGDI;Bundesamt Geocat;Organisation Geocat;Published Geocat;TECHPUBLAYER;GDSKEY;REMARKS;HASWMTSSERVICE;HASWMSSERVICE;HASFREEWMSSERVICE;HASRAWPACKAGESERVICE;ISPUBLISHEDINAPI;ISPUBLISHEDINONLINEVIEWER
218;162989d7-5c1c-48fb-8d16-2ccf5be339b9;Temperaturmodell des Untergrundes des Schweizer Mittellandes - Temperaturverteilung in einer Tiefe von 1500 m;BGDI Bundesgeodaten-Infrastruktur, Erdwärme, Geothermie, Untergrund, Erneuerbare Energiequelle, Temperatur, Ressource, Energie, Energiequellen, Energieressourcen;yes;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-geomol-temperaturverteilung_1500;GEOMOL15_TEMPERATURMODELLS;;True;False;True;True;True;True
219;ac604460-7a7a-44c5-bc5a-41062fbd21ff;Temperaturmodell des Untergrundes des Schweizer Mittellandes - Temperaturverteilung in einer Tiefe von 2000 m;BGDI Bundesgeodaten-Infrastruktur, Erdwärme, Geothermie, Untergrund, Temperatur, Ressource, Erneuerbare Energiequelle, Energiequellen, Energieressourcen, Energie;yes;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-geomol-temperaturverteilung_2000;GEOMOL15_TEMPERATURMODELLS;;True;False;True;True;True;True
220;47f79661-212e-4297-b048-2606db7affa8;Temperaturmodell des Untergrundes des Schweizer Mittellandes - Temperaturverteilung in einer Tiefe von 3000 m;BGDI Bundesgeodaten-Infrastruktur, Erdwärme, Geothermie, Untergrund, Energiequellen, Energieressourcen, Erneuerbare Energiequelle, Energie, Ressource, Temperatur;yes;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-geomol-temperaturverteilung_3000;GEOMOL15_TEMPERATURMODELLS;;True;False;True;True;True;True
221;739e9095-77f6-462d-9a1e-438898cf0c9c;Temperaturmodell des Untergrundes des Schweizer Mittellandes - Temperaturverteilung in einer Tiefe von 4000 m;Erdwärme, Geothermie, BGDI Bundesgeodaten-Infrastruktur, Untergrund, Energiequellen, Energieressourcen, Erneuerbare Energiequelle, Ressource, Energie, Temperatur;yes;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-geomol-temperaturverteilung_4000;GEOMOL15_TEMPERATURMODELLS;;True;False;True;True;True;True
222;6edca35d-0f08-43b9-9faf-4c7b207888a1;Temperaturmodell des Untergrundes des Schweizer Mittellandes - Höhe der 60 °C-Isotherme;Erdwärme, Geothermie, BGDI Bundesgeodaten-Infrastruktur, Untergrund, Energie, Energiequellen, Energieressourcen, Erneuerbare Energiequelle, Ressource, Temperatur;yes;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-geomol-isotherme_60;GEOMOL15_TEMPERATURMODELLS;;True;False;True;True;True;True
223;8681fb45-6220-41ef-825a-86210d8a72fc;Temperaturmodell des Untergrundes des Schweizer Mittellandes - Höhe der 100 °C-Isotherme;Erdwärme, Geothermie, BGDI Bundesgeodaten-Infrastruktur, Untergrund, Erneuerbare Energiequelle, Ressource, Energie, Energiequellen, Energieressourcen, Temperatur;yes;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-geomol-isotherme_100;GEOMOL15_TEMPERATURMODELLS;;True;False;True;True;True;True
224;31dc428e-a62b-4f6b-a263-e5eca9d9a074;Temperaturmodell des Untergrundes des Schweizer Mittellandes - Höhe der 150 °C-Isotherme;Erdwärme, Geothermie, BGDI Bundesgeodaten-Infrastruktur, Untergrund, Energie, Ressource, Energiequellen, Energieressourcen, Erneuerbare Energiequelle, Temperatur;yes;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-geomol-isotherme_150;GEOMOL15_TEMPERATURMODELLS;;True;False;True;True;True;True
225;1bf16162-a44c-4970-9da1-044383bacff8;Übersicht Geomorphologie;Geologie, Geomorphologie, Natur und Landschaft;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-geomorphologie;GEOMORPHOLOGIE;Im cw-ga;True;False;False;False;True;True
226;6dd16d72-047b-4489-91dc-b36eeabf972e;Geotechnische Karte der Schweiz 1:200000;Aufbewahrungs- und Archivierungsplanung AAP - Bund, Geobasisdaten, Petrografie, Lithologie, opendata.swiss, Abgrabung (Ort), Geotechnik, Steinbruch, Geologie, Mineralische Bodenschätze;no;swisstopo;Fachgruppe Georessourcen Schweiz;yes;ch.swisstopo.geologie-geotechnik-gk200;GEOTECHNISCHE_KARTE200;;True;False;True;True;True;True
227;2d8174b2-8c4a-44ea-b470-cb3f216b90d1;Geothermische Karte der Schweiz 1:500000;opendata.swiss, Geobasisdaten, Aufbewahrungs- und Archivierungsplanung AAP - Bund, e-geo.ch, Geophysikalische Karte, EGIP (European Geothermal Information Platform), Erdwärme, Geophysik, Energiequellen, Geologie;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-geophysik-geothermie;GEOTHERMISCHEKARTE_CH;;True;False;True;True;True;True
228;1c050393-fe3a-41b1-a31e-3173f51181d8;Regionale geothermische Potenzialstudien in der Schweiz und im Fürstentum Liechtenstein;BGDI Bundesgeodaten-Infrastruktur, Aufbewahrungs- und Archivierungsplanung AAP - Bund;yes;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-geothermische_potenzialstudien_regional;GEOTH_REG_POTENZIALSTUDIEN;;True;False;True;True;True;True
229;e7dd54e9-fc98-4e5c-b46a-694d1ba6c84e;Geotope der Schweiz;Aufbewahrungs- und Archivierungsplanung AAP - Bund, opendata.swiss, Geotop, Naturschutzzone, Verzeichnis, Geologie, Schutzgebiete;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-geotope;GEOTOPE;;True;False;True;True;True;True
230;05ba053f-60ca-492b-a1f5-bd70f6de8761;Datenbank Geschiebefrachten (Bund);Gewässer, GEWISS;no;BAFU;Bundesamt für Umwelt / Abteilung Hydrologie;yes;ch.bafu.feststoffe-geschiebemessnetz;GESCHIEBEFRACHTEN;;True;False;True;True;True;True
231;77c1fecd-d698-442f-b957-65664297b26d;Gewässeranschlusskarte, Anschlusswahrscheinlichkeit;opendata.swiss, e-geo.ch, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Bodenerosion, Erosion;no;BLW;Bundesamt für Landwirtschaft;yes;ch.blw.gewaesseranschlusskarte;GEWAESSERANSCHLUSSKARTE;;True;False;True;True;True;True
232;f03ce6ec-d927-4171-88a4-2369a75d4685;Gewässeranschlusskarte direkt und indirekt, Anschlusswahrscheinlichkeit;opendata.swiss, Aufbewahrungs- und Archivierungsplanung AAP - Bund, e-geo.ch, Bodenerosion, Erosion;no;BLW;Bundesamt für Landwirtschaft;yes;ch.blw.gewaesseranschlusskarte-direkt;GEWAESSERANSCHLUSSKARTE;;True;False;True;True;True;True
233;30b22e49-7ef5-4fa6-b957-7b38cc3beb27;Gewässer der Übersichtskarte 1:2 Mio;Gewässer, GEWISS;no;BAFU;Bundesamt für Umwelt;yes;ch.bafu.vec25-gewaessernetz_2000;GEWAESSER_UEBERSICHTSKARTE;;False;False;False;False;True;True
234;No UUID in BMD4MUM;;;yes;not known;;;ch.meteoschweiz.globalstrahlung-monatlich;GLOBALSTRAHLUNG_MONATLICH;download only layer;False;False;False;True;False;False
235;732cb247-8307-4cc7-8c31-b1c505a94633;Gravimetrischer Atlas der Schweiz 1:100000;Aufbewahrungs- und Archivierungsplanung AAP - Bund, Geobasisdaten, Geophysikalische Karte, Gravimetrie, Bouguer-Anomalien, opendata.swiss, Geophysik, Geologie;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-gravimetrischer_atlas;GRAVIMETRISCHER_ATLAS100;;True;False;True;True;True;True
236;2f9315dd-3d8f-4248-850c-46270e47dfe7;Blatteinteilung gravimetrischer Atlas der Schweiz 1:100000;Geophysik, Gravimetrie, Geophysikalische Karte, Bouguer-Anomalien, Geologie;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-gravimetrischer_atlas_papier.metadata;GRAVIMETRISCHER_ATLAS100_PAPIER;Für Shop BGDI;False;False;True;False;True;True
237;297a1958-3636-45af-a17c-e90120605132;Gravimetrischer Atlas der Schweiz: Messpunkte 1:100000;Geobasisdaten, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Gravimetrie, Geophysik, Messstellennetz;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-gravimetrischer_atlas.messpunkte;GRAVIMETRISCHER_ATLAS_MESSPKT;;True;False;True;False;True;True
238;6441b459-e9c6-41a7-b88d-5529c3b1d003;"Grunddispositiv ""Zeus""";Militär;no;Verteidigung;Militärkartografie / Bundesamt für Landestopografie swisstopo;yes;ch.vbs.grunddispositiv-zeus;GRUNDDISPOSITIV_ZEUS;;True;False;True;False;True;True
239;83e6752a-e668-4ade-9ad5-fd9d555d35da;Grundlagen zur Bestimmung der Abflussmenge Q347;Gewässer;no;BAFU;Bundesamt für Umwelt / Abteilung Hydrologie;yes;ch.bafu.hydrologie-q347;GRUNDLAGEN_Q347;;True;False;True;True;True;True
240;2bd1ab86-83ec-4c3e-b937-ab81b4968bc6;Grundwasserkörper der Schweiz;Grundwasser, Hydrogeologie, Umwelt;no;BAFU;Bundesamt für Umwelt / Sektion Hydrogeologische Grundlagen;yes;ch.bafu.grundwasserkoerper;GRUNDWASSERKOERPER;;True;False;True;True;True;True
241;f198f6f6-8efa-4235-a55f-99767ea0206c;Hydrogeologische Karte der Schweiz: Grundwasservorkommen 1:500000;Aufbewahrungs- und Archivierungsplanung AAP - Bund, Geobasisdaten, opendata.swiss, e-geo.ch, Grundwasser, Geowissenschaften, Grundwasserträger, Hydrogeologie, Geologie;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-hydrogeologische_karte-grundwasservorkommen;GRUNDWASSERVORKOMMEN;;True;False;True;True;True;True
242;af399b45-c233-48ec-a500-e6eb503b07dd;Blatteinteilung hydrogeologische Karte: Grundwasservorkommen 1:500000;Grundwasser, Grundwasserträger, Hydrogeologie, Geowissenschaften, e-geo.ch, Geologie;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-grundwasservorkommen_papier.metadata;GRUNDWASSERVORKOMMEN_PAPIER;Für Shop BGDI;False;False;True;False;True;True
243;b8efde6b-7323-4496-aa70-b976ec55cec9;Hydrogeologische Karte der Schweiz: Vulnerabilität der Grundwasservorkommen 1:500000;opendata.swiss, e-geo.ch, Geobasisdaten, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Geowissenschaften, Grundwasserschutz, Hydrogeologie, Grundwassergefährdung;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-hydrogeologische_karte-grundwasservulnerabilitaet;GRUNDWASSERVULNERABILITAET;;True;False;True;True;True;True
244;7f8e47fa-cd31-4ff2-808e-6262aaea019b;Blatteinteilung hydrogeologische Karte: Grundwasservulnerabilität 1:500000;Hydrogeologie, Grundwassergefährdung, Geowissenschaften, Grundwasserschutz, e-geo.ch;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-grundwasservulnerabilitaet_papier.metadata;GRUNDWASSERVULNERABILITAET_PAPIER;Für Shop BGDI;False;False;True;False;True;True
245;199c9078-9da7-4a77-b811-b342adc2a116;Register Ursprungsbezeichnungen (GUB) und geografische Angaben (GGA) Pflanzliche Produkte;Geschützte Ursprungsbezeichnung GUB, opendata.swiss, Geschützte Geografische Angabe GGA, Pflanzliche Ressourcen, Nutzpflanzenproduktion, Landwirtschaftliches Verarbeitungserzeugnis, Bodennutzung, Bewirtschaftungsgebiete/Schutzgebiete/geregelte Gebiete und Berichterstattungseinheiten;no;BLW;Bundesamt für Landwirtschaft;yes;ch.blw.ursprungsbezeichnungen-pflanzen;GUB_GGA;;True;False;True;True;True;True
246;0652c964-e9d5-4c4a-8efe-5043f48b457f;Register Ursprungsbezeichnungen (GUB) und geografische Angaben (GGA) Konditoreiware;Geschützte Ursprungsbezeichnung GUB, Geschützte Geografische Angabe GGA, opendata.swiss, Pflanzliche Ressourcen, Nutzpflanzenproduktion, Landwirtschaftliches Verarbeitungserzeugnis, Bodennutzung, Bewirtschaftungsgebiete/Schutzgebiete/geregelte Gebiete und Berichterstattungseinheiten;no;BLW;Bundesamt für Landwirtschaft;yes;ch.blw.ursprungsbezeichnungen-konditoreiwaren;GUB_GGA;;True;False;True;True;True;True
247;bc34236a-ffe9-40af-9eae-d2cf1e0e96e6;Register Ursprungsbezeichnungen (GUB) und geografische Angaben (GGA) Spirituosen;Geschützte Ursprungsbezeichnung GUB, Geschützte Geografische Angabe GGA, opendata.swiss, Landwirtschaftliches Verarbeitungserzeugnis, Alkohol, Destillation, Bewirtschaftungsgebiete/Schutzgebiete/geregelte Gebiete und Berichterstattungseinheiten, Bodennutzung;no;BLW;Bundesamt für Landwirtschaft;yes;ch.blw.ursprungsbezeichnungen-spirituosen;GUB_GGA;;True;False;True;True;True;True
248;2109a970-681d-4efb-9fd5-6f7da5ae0e14;Register Ursprungsbezeichnungen (GUB) und geografische Angaben (GGA) Käse;Geschützte Ursprungsbezeichnung GUB, opendata.swiss, Geschützte Geografische Angabe GGA, Landwirtschaftliches Verarbeitungserzeugnis, Molkereiprodukt, Bodennutzung, Bewirtschaftungsgebiete/Schutzgebiete/geregelte Gebiete und Berichterstattungseinheiten;no;BLW;Bundesamt für Landwirtschaft;yes;ch.blw.ursprungsbezeichnungen-kaese;GUB_GGA;;True;False;True;True;True;True
249;d8a34a75-b1c3-4387-8b03-63dd150f529b;Register Ursprungsbezeichnungen (GUB) und geografische Angaben (GGA) Fleischware;Geschützte Geografische Angabe GGA, opendata.swiss, Geschützte Ursprungsbezeichnung GUB, Landwirtschaftliches Verarbeitungserzeugnis, Fleisch, Bodennutzung, Bewirtschaftungsgebiete/Schutzgebiete/geregelte Gebiete und Berichterstattungseinheiten;no;BLW;Bundesamt für Landwirtschaft;yes;ch.blw.ursprungsbezeichnungen-fleisch;GUB_GGA;;True;False;True;True;True;True
250;56553efe-4a2c-449d-93ba-cf7edd518d56;Eidg. Gebäude- und Wohnungsregister GWR;Register, e-geo.ch, Geobasisdienst, Bau, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Gebäudeadresse, opendata.swiss, Gebäude, Adressen, Wohnung, Statistik;no;BFS;Bundesamt für Statistik;yes;ch.bfs.gebaeude_wohnungs_register;GWR;;False;True;True;False;True;True
251;57bfd8dd-5385-4bab-956d-3757d53027f5;Hagelgefährdung auf Referenzfläche 100 m2: Korngrösse mit Wiederkehrperiode 10 Jahre;Meteorologisch-geografische Kennwerte, Atmosphärische Bedingungen, Naturgefahr, Hagel, Klimaänderung, Klima, Klimatologie, Meteorologie, Wetter, Klima, opendata.swiss, Naturgefahr;no;MeteoSchweiz;Bundesamt für Meteorologie und Klimatologie;yes;ch.meteoschweiz.hagelgefaehrdung-korngroesse_10_jahre;HAGELGEFAEHRDUNG_KORNGROESSE;;True;False;True;True;True;True
252;6a87d3b6-aec7-4905-94b9-894fb20bb6af;Hagelgefährdung auf Referenzfläche 100 m2: Korngrösse mit Wiederkehrperiode 50 Jahre;Atmosphärische Bedingungen, Meteorologisch-geografische Kennwerte, Klimatologie, Meteorologie, Hagel, Klima, Klimaänderung, Naturgefahr, Wetter, Klima, Naturprozesse, Naturereignisse, opendata.swiss, Naturgefahr;no;MeteoSchweiz;Bundesamt für Meteorologie und Klimatologie;yes;ch.meteoschweiz.hagelgefaehrdung-korngroesse_50_jahre;HAGELGEFAEHRDUNG_KORNGROESSE;;True;False;True;True;True;True
253;ef2ec7f4-0c37-4fa0-8794-aac151342ed2;Hagelgefährdung auf Referenzfläche 100 m2: Korngrösse mit Wiederkehrperiode 20 Jahre;Atmosphärische Bedingungen, Meteorologisch-geografische Kennwerte, Meteorologie, Hagel, Klimaänderung, Wetter, Klimatologie, Naturgefahr, Klima, Klima, Naturprozesse, Naturereignisse, Naturgefahr, opendata.swiss;no;MeteoSchweiz;Bundesamt für Meteorologie und Klimatologie;yes;ch.meteoschweiz.hagelgefaehrdung-korngroesse_20_jahre;HAGELGEFAEHRDUNG_KORNGROESSE;;True;False;True;True;True;True
254;841d42ff-8177-4e07-a96b-e8e5455ae048;Haltestellen des öffentlichen Verkehrs;Aufbewahrungs- und Archivierungsplanung AAP - Bund, opendata.swiss, Geobasisdaten;no;BAV;Bundesamt für Verkehr;yes;ch.bav.haltestellen-oev;HALTESTELLEN_OEV;;False;False;True;True;True;True
255;689dcf53-f025-4ea2-890a-dfcebca5812f;Hanglagen;Geobasisdaten, Hangneigung, opendata.swiss, Aufbewahrungs- und Archivierungsplanung AAP - Bund, e-geo.ch, Subvention;no;BLW;Bundesamt für Landwirtschaft;yes;ch.blw.hang_steillagen;HANGLAGEN;;True;False;True;True;True;True
256;77f0637f-8d52-45bc-b824-d6e5719de55b;Hangneigungsklassen ab 30 Grad;Digitales Geländemodell, Geographisches Informationssystem, Laser, GIS (Geografisches Informationssystem), 3D Visualisierung, 3D Simulation, LIDAR (Light Detection And Ranging), Laserscanning, DHM (Digitales Höhenmodell), opendata.swiss, Höhe;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.hangneigung-ueber_30;HANGNEIGUNG_LV03;;True;False;True;False;True;True
257;c37cbfbf-0d87-4ae8-8c21-8932130eb3fa;Hangneigung ab 30 Grad;Laserscanning, 3D Simulation, LIDAR (Light Detection And Ranging), 3D Visualisierung, DHM (Digitales Höhenmodell), GIS (Geografisches Informationssystem), Aufbewahrungs- und Archivierungsplanung AAP - Bund, Laser, Digitales Geländemodell, Geographisches Informationssystem, Höhe;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo-karto.hangneigung;HANGNEIGUNG_LV03;;True;False;True;False;True;True
258;c1333de6-fb91-4b0b-be95-8eab89b05358;Hauptstrassennetz der Schweiz (MinVV);Hauptstrasse, Geodaten, Achse, Geobasisdaten, opendata.swiss, Aufbewahrungs- und Archivierungsplanung AAP - Bund;no;ASTRA;Bundesamt für Strassen;yes;ch.astra.hauptstrassennetz;HAUPTSTRASSENNETZ;;True;False;True;True;True;True
259;80a03e2f-7827-4497-8f0a-62ab8816d609;Hebungsraten;Alpenhebung, Nivellement, Höhen, geocat.ch Thesaurus;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.hebungsraten;HEBUNGSRATEN;;True;False;True;False;True;True
260;b1ccf10f-77b6-45b8-afa7-8ed92100476c;Perimeter der Hindernisbegrenzungsflächen;Luftfahrthindernis, Luftfahrt;no;BAZL;Bundesamt für Zivilluftfahrt;yes;ch.bazl.hindernisbegrenzungsflaechen-perimeter;HINDERNISBEGRENZUNGSFLAECHEN;;False;False;True;False;True;False
261;3d1d7649-8c27-435c-ae74-7c0f2e3fbcf1;Karte der historischen Erdbeben in der Schweiz und im grenznahem Ausland;Erdbeben, Katalog, opendata.swiss, Gebiete mit naturbedingten Risiken;no;BAFU;Abteilung Gefahrenprävention, Bundesamt für Umwelt;yes;ch.bafu.gefahren-historische_erdbeben;HISTORISCHE_ERDBEBEN;;False;False;False;True;False;True
262;2ce98519-dd40-4cc1-bd95-8f4234d78492;Bundesinventar der Hoch- und Übergangsmoore von nationaler Bedeutung;Geobasisdaten, opendata.swiss, Aufbewahrungs- und Archivierungsplanung AAP - Bund, e-geo.ch, Umwelt, Schutzgebiete, Lebensräume und Biotope;no;BAFU;Bundesamt für Umwelt / Abteilung Biodiversität und Landschaft;yes;ch.bafu.bundesinventare-hochmoore;HOCH_UEBERGANGSMOORE;;True;False;True;True;True;True
263;1ca6ef94-7204-424c-b2a6-d73158305df6;Höhenfixpunkte HFP1 (Landesvermessung);Bezugsrahmen, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Koordinate, Geobasisdaten, Landesvermessung, Landeskoordinaten, Geodäsie, Höhe, Koordinatenreferenzsysteme;no;swisstopo;Geodäsie und Eidgenössische Vermessungsdirektion;yes;ch.swisstopo.fixpunkte-hfp1;HOEHENFIXPUNKTE_HFP1;;False;True;True;False;True;False
264;06044c35-4164-41c6-a4df-297749c03227;Höhenfixpunkte HFP2, HFP3 (amtliche Vermessung);Fixpunkt, Amtliche Vermessung AV;no;swisstopo;Géodésie et Direction fédérale des mensurations cadastrales;yes;ch.swisstopo.fixpunkte-hfp2;HOEHENFIXPUNKTE_HFP2;;False;False;True;False;True;True
265;b3362599-3bc6-4615-a290-546792f89c83;Höhentransformation HTRANS LHN95-LN02;Höhen, Bezugsrahmen, Transformation;no;swisstopo;Geodäsie und Eidgenössische Vermessungsdirektion;yes;ch.swisstopo.transformation-bezugsrahmen_hoehe;HTRANS;;True;False;True;False;True;True
266;36bcd44f-fd6e-49cd-a220-a6e9f386028e;HWGWP Hochwassergrenzwertpegel;Gewässer, GEWISS;no;BAFU;Bundesamt für Umwelt / Abteilung Hydrologie;yes;ch.bafu.hydrologie-hochwassergrenzwertpegel;HWGWP;;True;False;True;True;True;True
267;e238580b-a03d-45c2-9ea6-f6634ff9c64c;Hydrogeologische Übersichtskarte der Schweiz;Umwelt, Geologie, Gewässernetz;no;BAFU;Bundesamt für Umwelt / Abteilung Hydrologie;yes;ch.bafu.hydrogeologie-uebersichtskarte;HYDROGEOLOGIE_UEBERSICHT;;True;False;True;True;True;True
268;b01523a1-9f61-43a2-95cb-be843cc1b18a;Hydrogeologische Karte der Schweiz 1:100000;Aufbewahrungs- und Archivierungsplanung AAP - Bund, Geobasisdaten, Hydrogeologie, Grundwasserträger, Grundwasser;no;BAFU;Bundesamt für Umwelt / Sektion Hydrogeologische Grundlagen;yes;ch.bafu.hydrogeologische-karte_100;HYDROGEOLOGISCHE_KARTE100;;True;False;True;True;True;True
269;f87d692e-8d65-4188-94ba-61b4c61d621c;Allgemeine Lage der Grundwasserstände und Quellschüttungen;Hydrologie, Gewässer, opendata.swiss;no;BAFU;Bundesamt für Umwelt / Sektion Hydrogeologische Grundlagen;yes;ch.bafu.hydroweb-messstationen_grundwasserzustand;HYDROWEB;;False;False;True;True;True;True
270;b034fd62-6405-44a7-969a-e1f5ebe873ee;Allgemeine Lage der Fliessgewässer und Seen;See, Gewässer, Fließgewässer, Hydrologie, opendata.swiss;no;BAFU;Bundesamt für Umwelt / Abteilung Hydrologie;yes;ch.bafu.hydroweb-messstationen_zustand;HYDROWEB;;False;False;True;True;True;True
271;e1d0c17a-0dbd-4455-bc83-1606e1e04298;Hochwasserwarnkarte für Gewässer von gesamtschweizerischem Interesse;Fließgewässer, See, Hochwasser, Naturgefahr, Gewässer, Hydrologie, opendata.swiss;no;BAFU;Bundesamt für Umwelt / Abteilung Hydrologie;yes;ch.bafu.hydroweb-warnkarte_national;HYDROWEB;;False;False;True;True;True;True
272;a81982a8-ab5f-41ae-8ce8-3fa524dfe963;Hochwasserwarnkarte für kleine und mittelgrosse Fliessgewässer;Gewässer, See, Hydrologie, Naturrisiko, Fließgewässer, Hochwasser, opendata.swiss;no;BAFU;Bundesamt für Umwelt / Abteilung Hydrologie;yes;ch.bafu.hydroweb-warnkarte_regional;HYDROWEB;;False;False;True;True;True;True
273;eb9d3cc1-0c04-4cda-9f21-7742b8376be7;Wassertemperatur der Flüsse;Fließgewässer, Hydrologie, Gewässer, opendata.swiss;no;BAFU;Bundesamt für Umwelt / Abteilung Hydrologie;yes;ch.bafu.hydroweb-messstationen_temperatur;HYDROWEB;;False;False;True;True;True;True
274;acca4141-17e4-46a2-8bc8-f4456fb2d822;Vergleich von Abfluss- und Pegeldaten der letzten 24 Stunden mit den Gefahrenstufen;Hydrologie, Gewässer, See, opendata.swiss, Fliessgewässer;no;BAFU;Bundesamt für Umwelt / Abteilung Hydrologie;yes;ch.bafu.hydrologie-messstationen_gefahren;HYDROWEB;;False;False;True;True;True;True
275;7c64e2fa-1afe-41f4-9f91-ed251079965c;Vergleich von Abfluss- und Pegeldaten mit den Gefahrenstufen;Hydrologie, See, Gewässer, opendata.swiss, Fliessgewässer;no;BAFU;Bundesamt für Umwelt / Abteilung Hydrologie;yes;ch.bafu.hydroweb-messstationen_gefahren;HYDROWEB;;False;False;True;True;True;True
276;6146dc21-18b6-4d94-8865-8c2b99256e1b;NAQUA-QUANT Messstellen (Nationale Grundwasserbeobachtung NAQUA);Gewässer, Hydrologie, opendata.swiss;no;BAFU;Bundesamt für Umwelt / Sektion Hydrogeologische Grundlagen;yes;ch.bafu.hydroweb-messstationen_grundwasser;HYDROWEB;;False;False;True;True;True;True
277;6655ccdb-fb9b-4049-8bf5-4d5a0b3bfe4f;Hydrologische Stationen mit Vorhersagen;Gewässer, Fließgewässer, Hydrologie, opendata.swiss;no;BAFU;Bundesamt für Umwelt / Abteilung Hydrologie;yes;ch.bafu.hydroweb-messstationen_vorhersage;HYDROWEB;;False;False;True;True;True;True
278;89a644dc-b73d-4d01-b72e-8feefc8f4bf7;Nationale Daueruntersuchung der schweizerischen Fliessgewässer (NADUF) - Standorte der Messstationen;GEWISS, opendata.swiss, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Geobasisdaten, Gewässer;no;BAFU;Bundesamt für Umwelt / Abteilung Hydrologie;yes;ch.bafu.hydrologie-daueruntersuchung_fliessgewaesser;HYDRO_DAUERUNT_FLIESSGEW;;True;False;True;True;True;True
279;74936192-7935-4686-86ad-c7c795d31b44;HQStat Hochwasserstatistik;GEWISS, opendata.swiss, Gewässer;no;BAFU;Bundesamt für Umwelt / Abteilung Hydrologie;yes;ch.bafu.hydrologie-hochwasserstatistik;HYDRO_HOCHWASSERSTATISTIK;;True;False;True;True;True;True
280;5cfc8b95-c901-44b9-baa3-b768a5edb647;Niedrigwasserstatistik NQStat;opendata.swiss, GEWISS;no;BAFU;Bundesamt für Umwelt / Abteilung Hydrologie;yes;ch.bafu.hydrologie-niedrigwasserstatistik;HYDRO_NIEDRIGWASSERSTATISTIK;;True;False;True;True;True;True
281;9ce0ce29-35b2-4fdd-bfc8-247e189dca8f;Messstationen der hydrologischen Untersuchungsgebiete;opendata.swiss, GEWISS, Gewässer;no;BAFU;Bundesamt für Umwelt / Abteilung Hydrologie;yes;ch.bafu.hydrologie-untersuchungsgebiete_stationen;HYDRO_UNTERSUCHUNGSGEBIETE;;True;False;True;True;True;True
282;eb6b589d-1184-441f-84cf-d4fa6ac46a38;Hydrologische Untersuchungsgebiete;opendata.swiss, GEWISS, Gewässer;no;BAFU;Bundesamt für Umwelt / Abteilung Hydrologie;yes;ch.bafu.hydrologie-untersuchungsgebiete;HYDRO_UNTERSUCHUNGSGEBIETE;;True;False;True;True;True;True
283;ec3471db-6e86-4148-abbf-d702196381bd;Industrieminerale: Vorkommen;Geotechnik, Mineralienabbau, Mineralstoffindustrie, Mineralische Bodenschätze, Geologie, opendata.swiss;no;swisstopo;Fachgruppe Georessourcen Schweiz;yes;ch.swisstopo.geologie-rohstoffe-industrieminerale;INDUSTRIEMINERALE;;True;False;True;True;True;True
284;639c0536-bfea-44d3-b088-ed7b6b43cde9;Inklinationskarte der Schweiz 1:500000;opendata.swiss, Aufbewahrungs- und Archivierungsplanung AAP - Bund, Geophysikalische Karte, e-geo.ch, Geobasisdaten, Magnetismus, Geophysik, Geologie;no;swisstopo;Bundesamt für Landestopografie;yes;ch.swisstopo.geologie-geophysik-inklination;INKLINATIONSKARTE_CH;;True;False;True;True;True;True
