dataset_id;geocat_id
ch.bafu.sturm-staudruck_30;6edc63b6-f56b-4fb6-8ba3-1506bea16ec8
ch.bafu.sturm-staudruck_300;d416fce6-2319-4afc-9d28-3455083b2f40
ch.bafu.sturm-staudruck_50;41ace4c6-967d-4b99-b7aa-a0e51bc63611
ch.bafu.swissprtr;980b541f-f651-439b-ad0c-ec0f7f10e514
ch.bafu.typisierung-fliessgewaesser;50a848cc-fe89-426a-940b-cc409cb4ff50
ch.bafu.unesco-weltnaturerbe;4a571da5-c3af-47fe-99a1-f33fc29d1cd9
ch.bafu.vec25-gewaessernetz_2000;30b22e49-7ef5-4fa6-b957-7b38cc3beb27
ch.bafu.vec25-seen;b3bcb280-b613-4b43-8889-bc386e621e0d
ch.bafu.waldreservate;4b9ff750-3e52-43e9-80d1-c07c59c469fd
ch.bafu.waldschadenflaechen-lothar;82f9d51a-7050-4ef2-8bcf-6364967eb845
ch.bafu.waldschadenflaechen-vivian;34fdf24c-b275-4d48-852b-f79d86358318
ch.bafu.wald-standortsregionen;cea10afc-8e6d-4a57-aeaf-01a49364ed14
ch.bafu.wald-tannenareale;5d6af36c-f883-4421-a2f0-a1934ca60a69
ch.bafu.wald-vegetationshoehenstufen_1975;195c406f-8f07-45af-b705-9bddb97d4f01
ch.bafu.wald-vegetationshoehenstufen_1995;5de3fb01-5d2e-4fbd-9397-a2bcd97977e7
ch.bafu.wald-vegetationshoehenstufen_2085_trocken;e5831dd1-301a-4c5a-aa9d-4d68ea8435ac
ch.bafu.wald-vegetationshoehenstufen_2085_weniger_trocken;c63a8513-7d77-4e11-9f6f-8d36debb036b
ch.bafu.wald-wasserverfuegbarkeit_boden;843579c9-927b-4691-b4b4-aa3a90c98007
ch.bafu.wald-wasserverfuegbarkeit_pflanzen;668e4c81-5926-4457-9097-b362244b2660
ch.bafu.wasserbau-querprofilmarken;a5bdee12-cbec-4fbd-ba88-91f0d4ae8c10
ch.bafu.wasserbau-vermessungsstrecken;80a307f9-c24b-4ec2-adab-9e0c9e251f88
ch.bafu.wasser-entnahme;a4ecf3a4-9943-4826-a997-9d7523e4d8ad
ch.bafu.wasser-gebietsauslaesse;1a4d7eee-5135-4895-a255-e1dfd1fd6ff9
ch.bafu.wasser-leitungen;ae65e4e3-f47b-4544-a3a2-81dbf79d5a73
ch.bafu.wasser-rueckgabe;ed1931ac-81bc-4517-9860-80090e530e33
ch.bafu.wasser-teileinzugsgebiete_2;6d9c8ba5-2532-46ed-bc26-0a4017787a56
ch.bafu.wasser-teileinzugsgebiete_40;102e547e-6210-46ea-9246-123f966ba9be
ch.bafu.wasser-vorfluter;300a3547-7b21-40a1-85d4-5d5387e81afc
ch.bafu.wrz-jagdbanngebiete_select;35f25047-ea29-4422-9497-3dac46e00eb9
ch.bafu.wrz-wildruhezonen_portal;4a0c8bc7-89d1-484e-a34a-454a31267c41
ch.bag.radioaktivitaet-atmosphaere;170800fb-e85c-42b7-8c4b-ba33b364b79f
ch.bag.radonkarte;54a8a239-ace3-4510-8fd4-7b4ddc370727
ch.bag.zecken-fsme-faelle;836e4e0e-f2b5-4cbc-a20a-62fca7fd2ebe
ch.bag.zecken-fsme-impfung;c5b6314d-91ac-466b-ab97-4b7c3c6e5f94
ch.bag.zeckenstichmodell;a30c52be-0d18-4b5f-8872-5981b0666376
ch.bak.bundesinventar-schuetzenswerte-ortsbilder;954451d0-f68a-4785-92e1-60aff077dd91
ch.bak.bundesinventar-schuetzenswerte-ortsbilder_fotos;b9c1d690-008f-494c-a47f-ec96d9a8d84f
ch.bakom.anbieter-eigenes_festnetz;b9b367de-baf0-47d9-b642-bd0f7f29c842
ch.bakom.anschlussart-glasfaser;89c839ce-d778-4f53-be64-68bdc458e8c0
ch.bakom.anschlussart-koaxialkabel;aed73a77-fc04-4406-8ba3-fd998e2625db
ch.bakom.anschlussart-kupferdraht;fdb8b91e-1cc5-4c7a-8db7-3e3833e8a486
ch.bakom.downlink10;662ddb1a-b016-4d66-97dc-3f97fe092d39
ch.bakom.downlink100;0be906d8-ce6d-436c-8690-749a892ef5bb
ch.bakom.downlink1000;0b4dec69-5c20-4288-b487-a8f2bc33db70
ch.bakom.downlink30;fea5aba3-377a-4af1-a848-1f3d11238ff8
ch.bakom.downlink300;4f2bd604-1454-4371-aeed-bdf200b00df1
ch.bakom.downlink500;47528be7-774e-4e3e-af3d-3bb5d54f35fc
ch.bakom.mobil-antennenstandorte-5g;43814de7-42b6-4f33-a4d5-cdca8ca0d6cd
ch.bakom.mobil-antennenstandorte-gsm;1d7e059a-3d60-4876-905c-722cb469ac1d
ch.bakom.mobil-antennenstandorte-lte;4399b61b-23d9-49a8-ba8b-dd2452adbc7c
ch.bakom.mobil-antennenstandorte-umts;312ddf6a-52b1-4bd9-9610-f0e3707dedff
ch.bakom.mobilnetz-2g;06e8324a-03f6-4e2d-b5f9-202fdcffc929
ch.bakom.mobilnetz-3g;f424dac9-9157-4557-9a28-09b068ddb8f9
ch.bakom.mobilnetz-4g;4d42230c-c187-40d2-9b16-4dc247a2e154
ch.bakom.mobilnetz-5g;f28fedfa-64ad-43c3-9767-b11deabc886f
ch.bakom.notruf;7f3287d8-6ae7-491c-b8e1-1d9f81b194b4
ch.bakom.notruf-112_festnetz;415a014c-b3f6-40bd-8b38-c955e9e214e6
ch.bakom.notruf-112_mobilnetz;261dd9f1-3387-4bd9-b093-21cc7bf23970
ch.bakom.notruf-112_satellit;29139f7c-2b57-43de-b308-38666acfa0b9
ch.bakom.notruf-112_zentral;cb6d8528-ef3d-4412-8962-03f5ce6bfad3
ch.bakom.notruf-117_festnetz;33185a17-c810-41e0-aacd-3f3d44e410bd
ch.bakom.notruf-117_mobilnetz;b8bc1b3f-ea78-4254-b093-91d97894623d
ch.bakom.notruf-117_zentral;5ee5430f-1bd8-4027-a3fa-9df0d716da61
ch.bakom.notruf-118_festnetz;48964dfd-eaaa-4443-a281-6a91d6692073
ch.bakom.notruf-118_mobilnetz;c7baa23e-f09f-4940-a100-ab5321d67461
ch.bakom.notruf-118_zentral;cfad6c18-ac21-44d2-9eec-efb7f62a9be8
ch.bakom.notruf-143_festnetz;1a30baed-509c-4fe2-b7a7-1bcd885e7827
ch.bakom.notruf-143_mobilnetz;c2c6114c-707d-424d-a860-ffe4e22330c6
ch.bakom.notruf-143_zentral;5b41971f-599c-415e-9445-75b59f22a0bf
ch.bakom.notruf-144_festnetz;8eff7061-f805-4d8c-a37e-574f41e68869
ch.bakom.notruf-144_mobilnetz;261f29ed-3043-4668-998e-a76c63b8e3e2
ch.bakom.notruf-144_zentral;e8914fd0-4b48-4446-af8e-1afeea435060
ch.bakom.notruf-145_festnetz;d500e71f-68b0-4275-b73a-c35e254752f0
ch.bakom.notruf-145_mobilnetz;4ab16b53-65f3-4427-a667-8cce75f71fd0
ch.bakom.notruf-145_zentral;8aa977ba-61e7-4239-8b20-6e6880341fde
ch.bakom.notruf-147_festnetz;30bb29fc-55ec-4c10-a504-dc650c135b09
ch.bakom.notruf-147_mobilnetz;c883aaf2-3707-433f-a0d9-32f245f44eb9
ch.bakom.notruf-147_zentral;00347ff2-fc9d-4171-bc6d-5fe49658e80b
ch.bakom.radio-fernsehsender;b92fae28-d12b-4278-8535-1929807341cd
ch.bakom.richtfunkverbindungen;9c2a71ac-6846-4ecc-8126-636af8ed025a
ch.bakom.uplink1;04ade34e-9654-4dfa-8788-ac6a3da206d6
ch.bakom.uplink10;41263c2e-bec9-4b1e-9e2d-11d69f8df58c
ch.bakom.uplink100;4f9876c4-5fa6-4cbc-b3db-b5934c681e7b
ch.bakom.uplink1000;69404fc3-9be6-4479-a09e-48f47e51588f
ch.bakom.versorgungsgebiet-tv;f57f174b-15ab-4428-b41f-916f33ea4cbb
ch.bakom.versorgungsgebiet-ukw;60a2fcd0-3a04-4fea-9bae-c3e0f9b31604
ch.bak.schutzgebiete-unesco_weltkulturerbe;fb349ad4-5e01-43b7-9fcd-a0f60ae9c4db
ch.baspo.nationales-sportanlagenkonzept;9b3799d2-02e6-43c7-9655-9e3d268551c2
ch.bav.anlagen-schienengueterverkehr;dda92878-86a1-4191-a073-9721671d6bc1
ch.bav.haltestellen-oev;841d42ff-8177-4e07-a96b-e8e5455ae048
ch.bav.kataster-belasteter-standorte-oev;c022c6b6-67ad-4023-8d01-cd0d89cf73a6
ch.bav.laermbelastung-eisenbahn_effektive_immissionen_nacht;e449ba1d-ee2a-42d5-97a9-ad9fcf48b696
ch.bav.laermbelastung-eisenbahn_effektive_immissionen_tag;a488ff49-540f-4013-aa23-af9a2d2d0d34
ch.bav.laermbelastung-eisenbahn_festgelegte_emissionen_nacht;a7efd280-1c64-4fdf-98dd-bec607ff6a9d
ch.bav.laermbelastung-eisenbahn_festgelegte_emissionen_tag;2d35d97f-e7b9-4d40-8654-d6adfaf26240
ch.bav.laermbelastung-eisenbahn_laermschutzwaende;ed8f4713-e0c7-4dca-a7b0-3ef7aeb1bc73
ch.bav.laermbelastung-eisenbahn_tatsaechliche_emissionen_nacht;49f67f0b-6122-42f3-8391-f2ceeb367c2f
ch.bav.laermbelastung-eisenbahn_tatsaechliche_emissionen_tag;c4622adc-282a-4368-b3a8-d15769882b6f
ch.bav.laermbelastung-eisenbahn_zulaessige_immissionen_nacht;79b73ff5-e8af-4f26-82b6-6d3eda65fc30
ch.bav.laermbelastung-eisenbahn_zulaessige_immissionen_tag;1abcda60-f48d-4340-bc53-4611d49d716c
ch.bav.lage-stoerfallverordnung_eisenbahnanlagen;dc35a63d-58c9-42b6-911f-c9b086314a5c
ch.bav.sachplan-infrastruktur-schiene_anhorung;a94360e1-a238-4d5f-9396-8f7bb739c997
ch.bav.sachplan-infrastruktur-schiene_ausgangslage;83fe1cb9-686d-49d0-929e-995bca687c25
ch.bav.sachplan-infrastruktur-schiene_kraft;80d0a3a6-56a3-408a-8964-6a48a500678e
ch.bav.sachplan-infrastruktur-schifffahrt_anhoerung;414ae620-4afc-46eb-8a0c-5c0c33d0b1eb
ch.bav.sachplan-infrastruktur-schifffahrt_ausgangslage;922ddfaf-8e1b-43b1-87f5-1bbd1e884aa5
ch.bav.sachplan-infrastruktur-schifffahrt_kraft;fa9b082a-57a8-4c11-816b-2365e2741215
ch.bav.schienennetz;4545b545-cdc9-4713-809c-210ee84436b0
ch.bav.seilbahnen-bundeskonzession;43a660c0-baa2-4366-ad04-a458afe1ec2c
ch.bazl.bebaute-gebiete_luftfahrtrecht;13a1d280-d6ee-4c57-8ee4-ffcebedcfc2e
ch.bazl.einschraenkungen-drohnen;c3ebd7ba-0fd5-411a-9074-3d0cdc46bc4d
ch.bazl.flugplaetze-heliports;4fbaa79b-688f-4060-9afd-b1c5b2147ee2
ch.bazl.gebirgslandeplaetze;d31ecd5b-e00c-430b-ab2e-d9148a199b9c
ch.bazl.kataster-belasteter-standorte-zivilflugplaetze;3f7c8f9f-b1be-4eb6-a9e2-7bdacf35dd58
ch.bazl.laermbelastungskataster-zivilflugplaetze_erste-nachtstunde;e53ef5a2-628d-46bd-a14e-d0d275cdec77
ch.bazl.laermbelastungskataster-zivilflugplaetze_helikopter;7d6f8271-37ef-40e2-a7c0-8014100697b8
ch.bazl.laermbelastungskataster-zivilflugplaetze_helikopter-maximalpegel;16e974d6-94ef-4006-97ff-f17428ea6687
ch.bazl.laermbelastungskataster-zivilflugplaetze_klein-grossflugzeuge;f08c2e4b-e458-431f-b98b-32c59ec7baec
ch.bazl.laermbelastungskataster-zivilflugplaetze_kleinluftfahrzeuge;88237a28-1e39-440f-89c4-a26c8a605243
ch.bazl.laermbelastungskataster-zivilflugplaetze_letzte-nachtstunde;474bf1cb-ffd3-45d7-a24b-0d89beaa4ad2
ch.bazl.laermbelastungskataster-zivilflugplaetze_militaer-gesamt;cd12a6cd-38f0-4ea4-bbeb-4cc1be8bf0a6
ch.bazl.laermbelastungskataster-zivilflugplaetze_zweite-nachtstunde;f9bff7c5-8390-4538-82b6-9595d6133e31
ch.bazl.landschaftsruhezonen;8af95971-c458-4f4e-bfe4-2d541a1274e8
ch.bazl.luftfahrthindernis;b43208df-1ac2-4d00-b559-d83e4d86ba1a
ch.bazl.luftfahrtkarten-icao;f27432fa-948b-4608-98d5-22ebe118c98a
ch.bazl.luftraeume-fluginformationsgebiet;cde5d669-5c65-4338-9e7c-dc839df4a8b4
ch.bazl.luftraeume-fluginformationszonen;4d9bdb6f-3af1-4ef1-aad0-d6560ff996e0
ch.bazl.luftraeume-kontrollbezirke;5fd1a95b-8f2c-4fff-8038-a7b2922488ad
ch.bazl.luftraeume-kontrollzonen;ee7cdbda-996a-45f9-aeff-aa63fa0d446a
ch.bazl.luftraeume-nahkontrollbezirke;24f734e7-f642-403b-823a-74e580a800ad
ch.bazl.projektierungszonen-flughafenanlagen;d76d6e8d-c6ac-40f3-92c0-2a953cb99d9f
ch.bazl.sachplan-infrastruktur-luftfahrt_anhorung;9aba2fad-bfe6-4441-aefc-ba04bf5e972e
ch.bazl.sachplan-infrastruktur-luftfahrt_kraft;ae5fa63c-c153-496a-b8a6-c896126398b1
ch.bazl.schutzgebiete-aulav_liechtenstein;25c6e9dd-b658-41fa-8f8d-3fc2775e3a6f
ch.bazl.segelflugkarte;eba8c71c-0c66-4a4e-b419-5e0260d5b43c
ch.bazl.sicherheitszonenplan;f0ac2ddb-8b07-421b-ada6-8c192b593bca
ch.bazl.spitallandeplaetze;afcad9a9-3c1c-4640-a6a9-aa279e4d501c
ch.bfe.abgeltung-wasserkraftnutzung;6c5acaa7-ac82-414a-a2bc-490f60c82580
ch.bfe.biogasanlagen;d303ef3f-2ab2-4b83-9d81-7594173e3728
ch.bfe.biomasse-nicht-verholzt;a1e28820-056f-4371-9bb3-8c17b846e56f
ch.bfe.biomasse-verholzt;b8539dc3-3a56-467e-8433-80f522bfd6fc
ch.bfe.elektrizitaetsproduktionsanlagen;e5a00bdb-5022-4856-ad4a-d1afe7bf38b0
ch.bfe.energieberatungsstellen;26b94fae-3709-4436-901b-eb27546e9afe
ch.bfe.energieforschung;5bbd5006-448d-48ce-86ec-d7d285257534
ch.bfe.energiestaedte;393940cd-6a67-4190-8b91-378669cdea1d
ch.bfe.energiestaedte-2000watt-areale;d11e76bf-7df2-4057-8fa8-71a0a19523ea
ch.bfe.erneuerbarheizen;0f756190-b7f7-4a4b-94db-696ed67676a4
ch.bfe.erneuerbarheizen-mehrfamilienhaeuser;c91a9264-9349-4555-904f-b7c500e31e74
ch.bfe.fernwaerme-angebot;b6c8d9c6-a2ca-435a-af0a-6a8ac94199fc
ch.bfe.fernwaerme-nachfrage_industrie;25de2a79-1714-4db8-a7ad-48efc8a4f5c7
ch.bfe.fernwaerme-nachfrage_wohn_dienstleistungsgebaeude;32a8a3cd-d269-4915-b983-54fd979ca486
ch.bfe.kehrichtverbrennungsanlagen;d9596eaf-5629-4756-9a46-4f178407b905
ch.bfe.kernkraftwerke;74e0e4a7-165a-414d-b1a5-1921162f04ab
ch.bfe.kleinwasserkraftpotentiale;c4b695b0-23ad-4d0d-a496-16fc0f597819
ch.bfe.komo-projekte;0d216c1b-2998-4eb9-a47b-ac88aafb7271
ch.bfe.ladestellen-elektromobilitaet;deb77904-21ff-4ff4-b53d-b6ddb4615168
ch.bfe.meteorologische-vereisung;94cedad7-6d19-46b2-9ecf-0d1d1a58bea8
ch.bfe.minergiegebaeude;ad60a67c-f0a0-41fa-84f2-20b8565c9da9
ch.bfe.rohrleitungen-konsultationsbereiche;9188dcff-dced-43b9-8127-b3104f09c175
ch.bfe.sachplan-geologie-tiefenlager;7162f14b-4c16-4ec3-8ac6-b158136e65c7
ch.bfe.sachplan-uebertragungsleitungen_anhoerung;8a86e8e0-adff-4815-bbea-bef208138ad5
ch.bfe.sachplan-uebertragungsleitungen_kraft;e1134feb-55d7-4b44-8e13-125e983b259b
ch.bfe.shared-mobility;8444f497-8319-4949-8530-73095c991474
ch.bfe.solarenergie-eignung-daecher;b614de5c-2f12-4355-b2c9-7aef2c363ad6
ch.bfe.solarenergie-eignung-fassaden;3849f57d-9bdd-428c-8d13-08be446e197a
ch.bfe.statistik-wasserkraftanlagen;a7d239f2-4202-4760-9537-41e1a8c3c984
ch.bfe.stauanlagen-bundesaufsicht;b5225e07-9884-47b9-8bc2-161d07d1e7f2
ch.bfe.thermische-netze;92b85345-4513-45a8-b64a-d7dbebd648a3
ch.bfe.waermepotential-gewaesser;f51ab0db-c25c-4211-ab07-365734380066
ch.bfe.windenergieanlagen;b11962c5-cad9-4783-9e88-d8248e90c47f
ch.bfe.windenergie-geschwindigkeit_h100;216fd29a-b016-457f-aecf-3a8b1cc70803
ch.bfe.windenergie-geschwindigkeit_h125;8d78a2a4-03fa-4d95-8a37-57594f2bf7d4
ch.bfe.windenergie-geschwindigkeit_h150;bb51c6f0-2be5-4933-9582-90dc613c8c75
ch.bfe.windenergie-geschwindigkeit_h50;69f9bf6d-f168-4250-8c5a-77398fa750cb
ch.bfe.windenergie-geschwindigkeit_h75;d5892cf4-38fa-4af7-9ddb-f87dd2ed06cd
ch.bfe.windenergie-potenzialgebiete;bf588f7f-7708-4518-932e-ef950e0c789a
ch.bfs.arealstatistik;8ac687ee-ad27-4ac7-8c1c-b64abee9e3b3
ch.bfs.arealstatistik-bodenbedeckung;b53c03bb-a168-491f-b266-c7e9ec0af320
ch.bfs.arealstatistik-waldmischungsgrad;116447b0-31b0-477c-9203-9f51d43e4ac5
ch.bfs.betriebszaehlungen-arbeitsstaetten;ecc82a85-9ecb-4f14-873d-bd07d8468bad
ch.bfs.betriebszaehlungen-beschaeftigte_vollzeitaequivalente;1a764cdd-9d11-4cfe-b440-66d7caef7fa4
ch.bfs.erreichbarkeit-apotheken;3fd30387-b9cb-493e-9e7d-ce9e853afe31
ch.bfs.erreichbarkeit-restaurants;8f48d5dd-270b-46c5-bf82-c8e7929d08f6
ch.bfs.gebaeude_wohnungs_register;56553efe-4a2c-449d-93ba-cf7edd518d56
ch.bfs.generalisierte-grenzen_agglomerationen_g1;68924d22-bc42-425e-bbcc-a2f75c5c796c
ch.bfs.generalisierte-grenzen_agglomerationen_g2;4aa954c6-2d71-4d96-ab85-cb5fb128be8e
ch.bfs.landschaftswandel;826921fb-2bf7-44af-a71a-af56bda3dd6d
ch.bfs.volkszaehlung-bevoelkerungsstatistik_einwohner;4bfbbf20-d90e-4131-8fe2-4c454ad45c16
ch.bfs.volkszaehlung-gebaeudestatistik_gebaeude;ac730d03-1840-4f64-bc89-9f06d2491e25
ch.bfs.volkszaehlung-gebaeudestatistik_wohnungen;987a55d8-fcc5-497a-b553-da1f1517e5c4
ch.blw.alpprodukte;843b3f48-ec98-4143-b9e6-1db1ad6ddac0
ch.blw.bergprodukte;c5bc9d6b-cafb-4617-97d7-868ab4cd5506
ch.blw.bewaesserungsbeduerftigkeit;a3acc755-aad5-4992-b3f3-91f1137a94cb
ch.blw.bodeneignung-gruendigkeit;a1c56c8d-05c9-425f-9aed-71e265081634
ch.blw.bodeneignung-kulturland;843de9c9-6feb-4577-ab3b-e4fb62a9c56a
ch.blw.bodeneignung-kulturtyp;4d7ea1c8-451b-46b6-8e16-ffee10e0c9a7
ch.blw.bodeneignung-naehrstoffspeichervermoegen;05216096-7514-4084-a361-49a2cee1f44c
ch.blw.bodeneignung-skelettgehalt;b07f2385-ee3d-4dae-aac2-3fce678ead33
ch.blw.bodeneignung-vernaessung;ace71da1-bfd1-4745-a2f1-40b4567f4907
ch.blw.bodeneignung-wasserdurchlaessigkeit;d5bd22a3-0656-4582-97bc-37f77b5426ca
ch.blw.bodeneignung-wasserspeichervermoegen;6caf4d0f-52da-433a-809f-92781316ad0e
ch.blw.erosion;02210bb3-1c51-4c2c-a665-a696286b945c
ch.blw.erosion-fliesswegkarte;c3469d7a-9d43-4873-af2a-bd5cc230a958
ch.blw.erosion-quantitativ;14c92382-adf0-45d9-ad07-d41bd976c2a3
ch.blw.feldblockkarte;9d673266-aed0-46f3-a536-4eb7d57582e9
ch.blw.gewaesseranschlusskarte;77c1fecd-d698-442f-b957-65664297b26d
ch.blw.gewaesseranschlusskarte-direkt;f03ce6ec-d927-4171-88a4-2369a75d4685
ch.blw.hang_steillagen;689dcf53-f025-4ea2-890a-dfcebca5812f
ch.blw.klimaeignung-futterbau;4f01b7dd-a576-45ee-9158-82789334c577
ch.blw.klimaeignung-getreidebau;04aa6587-d884-4c20-87a3-ff537e6d2626
ch.blw.klimaeignung-kartoffeln;859f26d4-f820-4b1f-bad4-44e88bae59a6
ch.blw.klimaeignung-koernermais;aaa31b34-09da-4944-b43e-fb1b21cc6f96
ch.blw.klimaeignung-kulturland;8148d26b-7aae-48b1-8c02-a391c33f59a7
ch.blw.klimaeignung-spezialkulturen;fe7c18e2-87d3-464f-a22e-7cc03e61d480
ch.blw.klimaeignung-typ;f743a51c-7487-46a5-af16-5bf031edc417
ch.blw.klimaeignung-zwischenfruchtbau;17b0f989-a79e-4837-b5a2-cf38c23a662c
ch.blw.landwirtschaftliche-zonengrenzen;6e4544bc-55f4-4aef-b36a-e36fe376eaf8
ch.blw.niederschlagshaushalt;0335f9f0-b0b1-4925-9c9d-d530ed2dd1cf
ch.blw.steil_terrassenlagen_rebbau;c3e162d0-512b-4baa-ae0f-0d4bd7418ad7
ch.blw.ursprungsbezeichnungen-fleisch;d8a34a75-b1c3-4387-8b03-63dd150f529b
ch.blw.ursprungsbezeichnungen-kaese;2109a970-681d-4efb-9fd5-6f7da5ae0e14
ch.blw.ursprungsbezeichnungen-konditoreiwaren;0652c964-e9d5-4c4a-8efe-5043f48b457f
ch.blw.ursprungsbezeichnungen-pflanzen;199c9078-9da7-4a77-b811-b342adc2a116
ch.blw.ursprungsbezeichnungen-spirituosen;bc34236a-ffe9-40af-9eae-d2cf1e0e96e6
ch.ensi.zonenplan-notfallschutz-kernanlagen;60e40dd3-a00b-4b34-a9c6-8813f21711b9
ch.kantone.cadastralwebmap-farbe;cf93dfb6-ffff-43ce-bd9b-271baba2d217
ch.meteoschweiz.hagelgefaehrdung-korngroesse_100_jahre;f4339ba8-1421-4fb9-8d41-3650bb873a84
ch.meteoschweiz.hagelgefaehrdung-korngroesse_10_jahre;57bfd8dd-5385-4bab-956d-3757d53027f5
ch.meteoschweiz.hagelgefaehrdung-korngroesse_20_jahre;ef2ec7f4-0c37-4fa0-8794-aac151342ed2
ch.meteoschweiz.hagelgefaehrdung-korngroesse_50_jahre;6a87d3b6-aec7-4905-94b9-894fb20bb6af
ch.meteoschweiz.klimanormwerte-niederschlag_1961_1990;4b9ddc34-69b3-49a0-bdb9-5f9ed053030a
ch.meteoschweiz.klimanormwerte-niederschlag_aktuelle_periode;fe2ed6a2-f08d-4d23-8fc1-807c445e7934
ch.meteoschweiz.klimanormwerte-sonnenscheindauer_1961_1990;e7873de9-c1dc-4ded-a417-2c4dc2d839fc
ch.meteoschweiz.klimanormwerte-sonnenscheindauer_aktuelle_periode;d77b8012-0b88-40f2-94a9-60b0a4ea9d38
ch.meteoschweiz.klimanormwerte-temperatur_1961_1990;1549b018-f8f0-4a56-bd17-c8a4377afe58
ch.meteoschweiz.klimanormwerte-temperatur_aktuelle_periode;68adbf85-b4b1-4ce6-9c1c-e7b895d885ec
ch.meteoschweiz.klimaszenarien-raumklima;6791cfd3-d53b-4ea3-bb43-8c6fd0db08b7
ch.meteoschweiz.messnetz-atmosphaere;8a1f0d78-5415-4b25-ac08-f4c8d632af39
ch.meteoschweiz.messnetz-automatisch;d9ea83de-b8d7-44e1-a7e3-3065699eb571
ch.meteoschweiz.messnetz-beobachtungen;bb2c81cc-0f41-4bd0-919e-c7671e27cd12
ch.meteoschweiz.messnetz-flugwetter;7a069711-0dbf-45c4-9b43-60b66d407e74
ch.meteoschweiz.messnetz-klima;7868ec31-74fc-48ca-94bf-62237c4800a8
ch.meteoschweiz.messnetz-manuell;f83b7866-de32-41a7-a398-c5b8908b8853
ch.meteoschweiz.messnetz-partner;34dfcd14-f8d2-4bcb-94d4-1de4b0af3021
ch.meteoschweiz.messnetz-phaenologie;92f068d0-568b-4416-acbb-ee9e295463ce
ch.meteoschweiz.messnetz-pollen;c75ed269-5961-4b0e-bea8-9c64c34d84ee
ch.meteoschweiz.messnetz-webcams;d3fb5971-b21b-433f-aa27-2fa8adb76248
ch.meteoschweiz.messwerte-foehn-10min;8d15939e-b489-467f-8a76-cbf7abb0ada9
ch.meteoschweiz.messwerte-gesamtschnee-1d;d460972c-273f-4404-8221-1ccb6ac351ce
ch.meteoschweiz.messwerte-globalstrahlung-10min;4865107d-fc3a-4ee7-9532-78e54b3404e8
ch.meteoschweiz.messwerte-globalstrahlung-1d;f2c74c64-5bb3-48b3-8836-eab4a2dae47c
ch.meteoschweiz.messwerte-luftdruck-700hpa-flaeche-10min;800943fd-596a-458c-a570-1c1137451d5f
ch.meteoschweiz.messwerte-luftdruck-850hpa-flaeche-10min;479d53c8-bc50-42d0-a50a-1e6b466f0e08
ch.meteoschweiz.messwerte-luftdruck-differenz-3h;e81f13db-cdf9-4711-ab31-9847b003851b
ch.meteoschweiz.messwerte-luftdruck-qfe-10min;e6ac5527-5447-4c24-a39b-1b248c65992f
ch.meteoschweiz.messwerte-luftdruck-qff-10min;4d0b133f-8225-4ff9-914d-961f8f6e91a6
ch.meteoschweiz.messwerte-luftdruck-qnh-10min;8af9396d-a199-416d-883f-9763f3fdf16a
ch.meteoschweiz.messwerte-luftfeuchtigkeit-10min;27555e51-199b-431c-bffe-8e7b58faff4f
ch.meteoschweiz.messwerte-lufttemperatur-10min;3df8ca1c-70ec-4b7c-89b1-413e89dbb15b
ch.meteoschweiz.messwerte-lufttemperatur-24h-max-1h;59e85269-6b7d-47ad-96f6-e19149df10f8
ch.meteoschweiz.messwerte-lufttemperatur-24h-min-1h;40f040da-c19b-4dc4-b798-f672de872f7a
ch.meteoschweiz.messwerte-neuschnee-1d;8a0cf1c7-b42e-44c9-957a-f944d7e951c8
ch.meteoschweiz.messwerte-neuschnee-2d;df711c72-1335-4485-8936-5dec4573a383
ch.meteoschweiz.messwerte-neuschnee-3d;91424c0d-4196-4a63-a9be-8e2c71c80fa1
ch.meteoschweiz.messwerte-niederschlag-10min;70a66635-768f-40d1-8370-65734a1060e7
ch.meteoschweiz.messwerte-niederschlag-1d;70498706-eba2-4621-8c4c-91a4a98801ed
ch.meteoschweiz.messwerte-niederschlag-1h;8f3eb01b-9368-4400-8c39-68ec0221f029
ch.meteoschweiz.messwerte-niederschlag-24h;212d2b23-6f58-437b-8748-cfc88794085c
ch.meteoschweiz.messwerte-niederschlag-48h;83a919bf-530b-4d2b-9a53-69d579eb693c
ch.meteoschweiz.messwerte-niederschlag-72h;d64e63e2-41b7-4f4c-9a72-5f239e4001f3
ch.meteoschweiz.messwerte-pollen-birke-1h;9ae60982-115e-4a52-b7a8-4d963b1dfc7b
ch.meteoschweiz.messwerte-pollen-buche-1h;13237b0e-5078-4fb1-9c41-f694ef5704fb
ch.meteoschweiz.messwerte-pollen-eiche-1h;78a41177-6125-4f11-ac8b-4ec6166dad70
ch.meteoschweiz.messwerte-pollen-erle-1h;012c160a-1404-42dd-8379-001a0bb2375b
ch.meteoschweiz.messwerte-pollen-esche-1h;7ad27023-2cfd-4103-b68b-a57288837557
ch.meteoschweiz.messwerte-pollen-graeser-1h;fed6787d-8e1c-4d06-a18d-1287e7302b40
ch.meteoschweiz.messwerte-pollen-hasel-1h;1b800419-21ff-4504-b54c-edab706d201c
ch.meteoschweiz.messwerte-sonnenscheindauer-10min;04611009-c323-4ece-a9fc-f6ce8fc62c60
ch.meteoschweiz.messwerte-sonnenscheindauer-kumuliert-10min;351b2fa0-060b-4ca4-a10b-d49c69eb0091
